#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:29,1,1,chrX,chrX,135212,135212,7137471,7272682,+,7137471,7272682,7219430,7354641,+,1,First Pass,Primary Assembly
Line:30,1,1,chrX,chrX,28978,28978,7866803,7895780,+,7866803,7895780,7898762,7927739,+,1,First Pass,Primary Assembly
Line:31,1,1,chrX,chrX,133982,133982,7896715,8030696,+,7896715,8030696,7928674,8062655,+,1,First Pass,Primary Assembly
Line:32,1,1,chrX,chrX,227330,227330,8196411,8423740,+,8196411,8423740,8228370,8455699,+,1,First Pass,Primary Assembly
Line:33,1,1,chrX,chrX,203314,203314,8496914,8700227,+,8496914,8700227,8528873,8732186,+,1,First Pass,Primary Assembly
Line:34,1,1,chrX,chrX,254581,254581,9433200,9687780,+,9433200,9687780,9465160,9719740,+,1,First Pass,Primary Assembly
Line:35,1,1,chrX,chrX,40554,40554,9693452,9734005,+,9693452,9734005,9725412,9765965,+,1,First Pass,Primary Assembly
Line:36,1,1,chrX,chrX,162987,162987,9754495,9917481,+,9754495,9917481,9786455,9949441,+,1,First Pass,Primary Assembly
Line:37,1,1,chrX,chrX,128725,128725,9983794,10112518,+,9983794,10112518,10015754,10144478,+,1,First Pass,Primary Assembly
Line:38,1,1,chrX,chrX,80716,80716,10124984,10205699,+,10124984,10205699,10156944,10237659,+,1,First Pass,Primary Assembly
Line:39,1,1,chrX,chrX,438461,388382,10413349,10851809,+,10413349,10851809,10445309,10833690,+,0.88578,First Pass,Primary Assembly
Line:40,1,1,chrX,chrX,2016,2016,10466857,10468872,+,10466857,10468872,10498817,10500832,+,1,First Pass,Primary Assembly
Line:41,1,1,chrX,chrX,141249,141249,10988010,11129258,+,10988010,11129258,10969890,11111138,+,1,First Pass,Primary Assembly
Line:42,1,1,chrX,chrX,528160,528160,11155662,11683821,+,11155662,11683821,11137542,11665701,+,1,First Pass,Primary Assembly
Line:43,1,1,chrX,chrX,17596,17596,11776277,11793872,+,11776277,11793872,11758158,11775753,+,1,First Pass,Primary Assembly
Line:44,1,1,chrX,chrX,586059,586059,12156584,12742642,+,12156584,12742642,12138465,12724523,+,1,First Pass,Primary Assembly
Line:45,1,1,chrX,chrX,32874,32874,12809473,12842346,+,12809473,12842346,12791354,12824227,+,1,First Pass,Primary Assembly
Line:46,1,1,chrX,chrX,23280,23280,12885201,12908480,+,12885201,12908480,12867082,12890361,+,1,First Pass,Primary Assembly
Line:47,1,1,chrX,chrX,2122,2122,12993225,12995346,+,12993225,12995346,12975106,12977227,+,1,First Pass,Primary Assembly
Line:48,1,1,chrX,chrX,37958,37958,13066230,13104187,+,13066230,13104187,13048111,13086068,+,1,First Pass,Primary Assembly
Line:49,1,1,chrX,chrX,10942,10942,13671306,13682247,+,13671306,13682247,13653187,13664128,+,1,First Pass,Primary Assembly
Line:50,1,1,chrX,chrX,20706,20706,13707239,13727944,+,13707239,13727944,13689120,13709825,+,1,First Pass,Primary Assembly
Line:51,1,1,chrX,chrX,22395,22395,13730360,13752754,+,13730360,13752754,13712241,13734635,+,1,First Pass,Primary Assembly
Line:52,1,1,chrX,chrX,46254,46254,13789061,13835314,+,13789061,13835314,13770942,13817195,+,1,First Pass,Primary Assembly
Line:53,1,1,chrX,chrX,23192,23192,14024844,14048035,+,14024844,14048035,14006725,14029916,+,1,First Pass,Primary Assembly
Line:54,1,1,chrX,chrX,202515,202515,14547419,14749933,+,14547419,14749933,14529297,14731811,+,1,First Pass,Primary Assembly
Line:55,1,1,chrX,chrX,29657,29657,14861528,14891184,+,14861528,14891184,14843406,14873062,+,1,First Pass,Primary Assembly
Line:56,1,1,chrX,chrX,47934,47934,14891526,14939459,+,14891526,14939459,14873404,14921337,+,1,First Pass,Primary Assembly
Line:57,1,1,chrX,chrX,33917,33917,15299830,15333746,+,15299830,15333746,15281708,15315624,+,1,First Pass,Primary Assembly
Line:58,1,1,chrX,chrX,16105,16105,15337572,15353676,+,15337572,15353676,15319450,15335554,+,1,First Pass,Primary Assembly
Line:59,1,1,chrX,chrX,38824,38824,15363712,15402535,+,15363712,15402535,15345590,15384413,+,1,First Pass,Primary Assembly
Line:60,1,1,chrX,chrX,108789,108788,15402923,15511711,+,15402923,15511711,15384801,15493588,+,0.99999,First Pass,Primary Assembly
Line:61,1,1,chrX,chrX,28437,28437,15693038,15721474,+,15693038,15721474,15674915,15703351,+,1,First Pass,Primary Assembly
Line:62,1,1,chrX,chrX,49338,49338,15756411,15805748,+,15756411,15805748,15738288,15787625,+,1,First Pass,Primary Assembly
Line:63,1,1,chrX,chrX,32810,32810,15808573,15841382,+,15808573,15841382,15790450,15823259,+,1,First Pass,Primary Assembly
Line:64,1,1,chrX,chrX,29210,29210,15843928,15873137,+,15843928,15873137,15825805,15855014,+,1,First Pass,Primary Assembly
Line:65,1,1,chrX,chrX,30219,30219,16141423,16171641,+,16141423,16171641,16123300,16153518,+,1,First Pass,Primary Assembly
Line:66,1,1,chrX,chrX,124939,124939,16606121,16731059,+,16606121,16731059,16587998,16712936,+,1,First Pass,Primary Assembly
Line:67,1,1,chrX,chrX,43102,43102,16737706,16780807,+,16737706,16780807,16719583,16762684,+,1,First Pass,Primary Assembly
Line:68,1,1,chrX,chrX,58089,58089,16804554,16862642,+,16804554,16862642,16786431,16844519,+,1,First Pass,Primary Assembly
Line:69,1,1,chrX,chrX,25205,25205,16862774,16887978,+,16862774,16887978,16844651,16869855,+,1,First Pass,Primary Assembly
Line:70,1,1,chrX,chrX,360572,360575,17393542,17754113,+,17393542,17754113,17375419,17735993,+,1.00001,First Pass,Primary Assembly
Line:71,1,1,chrX,chrX,17515,17515,17755591,17773105,+,17755591,17773105,17737471,17754985,+,1,First Pass,Primary Assembly
Line:72,1,1,chrX,chrX,115413,115413,18257432,18372844,+,18257432,18372844,18239312,18354724,+,1,First Pass,Primary Assembly
Line:73,1,1,chrX,chrX,228026,228026,18443724,18671749,+,18443724,18671749,18425604,18653629,+,1,First Pass,Primary Assembly
Line:74,1,1,chrX,chrX,136991,136992,18709044,18846034,+,18709044,18846034,18690925,18827916,+,1.00001,First Pass,Primary Assembly
Line:75,1,1,chrX,chrX,353663,353663,19552082,19905744,+,19552082,19905744,19533964,19887626,+,1,First Pass,Primary Assembly
Line:76,1,1,chrX,chrX,116723,116723,20168028,20284750,+,20168028,20284750,20149910,20266632,+,1,First Pass,Primary Assembly
Line:77,1,1,chrX,chrX,45887,45887,21857655,21903541,+,21857655,21903541,21839537,21885423,+,1,First Pass,Primary Assembly
Line:78,1,1,chrX,chrX,54266,54266,21958690,22012955,+,21958690,22012955,21940572,21994837,+,1,First Pass,Primary Assembly
Line:79,1,1,chrX,chrX,215559,215560,22050920,22266478,+,22050920,22266478,22032802,22248361,+,1,First Pass,Primary Assembly
Line:80,1,1,chrX,chrX,1033351,1033351,22277913,23311263,+,22277913,23311263,22259796,23293146,+,1,First Pass,Primary Assembly
Line:81,1,1,chrX,chrX,18871,18871,23685644,23704514,+,23685644,23704514,23667527,23686397,+,1,First Pass,Primary Assembly
Line:82,1,1,chrX,chrX,39632,39632,23721776,23761407,+,23721776,23761407,23703659,23743290,+,1,First Pass,Primary Assembly
Line:83,1,1,chrX,chrX,23864,23864,24073064,24096927,+,24073064,24096927,24054947,24078810,+,1,First Pass,Primary Assembly
Line:84,1,1,chrX,chrX,66612,66612,24167761,24234372,+,24167761,24234372,24149644,24216255,+,1,First Pass,Primary Assembly
Line:85,1,1,chrX,chrX,85241,85241,24483343,24568583,+,24483343,24568583,24465226,24550466,+,1,First Pass,Primary Assembly
Line:86,1,1,chrX,chrX,89253,89253,24576203,24665455,+,24576203,24665455,24558086,24647338,+,1,First Pass,Primary Assembly
Line:87,1,1,chrX,chrX,303040,303040,24712063,25015102,+,24712063,25015102,24693946,24996985,+,1,First Pass,Primary Assembly
Line:88,1,1,chrX,chrX,224083,224083,27193032,27417114,+,27193032,27417114,27174915,27398997,+,1,First Pass,Primary Assembly
Line:89,1,1,chrX,chrX,1368338,1368338,28605680,29974017,+,28605680,29974017,28587563,29955900,+,1,First Pass,Primary Assembly
Line:90,1,1,chrX,chrX,19094,19094,30576940,30596033,+,30576940,30596033,30558823,30577916,+,1,First Pass,Primary Assembly
Line:91,1,1,chrX,chrX,78103,78103,30671475,30749577,+,30671475,30749577,30653358,30731460,+,1,First Pass,Primary Assembly
Line:92,1,1,chrX,chrX,61954,61954,30845558,30907511,+,30845558,30907511,30827441,30889394,+,1,First Pass,Primary Assembly
Line:93,1,1,chrX,chrX,2092330,2092330,31137344,33229673,+,31137344,33229673,31119227,33211556,+,1,First Pass,Primary Assembly
Line:94,1,1,chrX,chrX,8802,8802,37698088,37706889,+,37698088,37706889,37838835,37847636,+,1,First Pass,Primary Assembly
Line:95,1,1,chrX,chrX,68969,68969,38211735,38280703,+,38211735,38280703,38352482,38421450,+,1,First Pass,Primary Assembly
Line:96,1,1,chrX,chrX,127443,127442,38420730,38548172,+,38420730,38548172,38561477,38688918,+,0.99999,First Pass,Primary Assembly
Line:97,1,1,chrX,chrX,25674,25674,40440215,40465888,+,40440215,40465888,40580963,40606636,+,1,First Pass,Primary Assembly
Line:98,1,1,chrX,chrX,20648,20648,40486172,40506819,+,40486172,40506819,40626920,40647567,+,1,First Pass,Primary Assembly
Line:99,1,1,chrX,chrX,86011,86011,40508794,40594804,+,40508794,40594804,40649542,40735552,+,1,First Pass,Primary Assembly
Line:100,1,1,chrX,chrX,27432,27432,40693886,40721317,+,40693886,40721317,40834633,40862064,+,1,First Pass,Primary Assembly
Line:101,1,1,chrX,chrX,150946,150946,40944887,41095832,+,40944887,41095832,41085634,41236579,+,1,First Pass,Primary Assembly
Line:102,1,1,chrX,chrX,16875,16875,41192650,41209524,+,41192650,41209524,41333397,41350271,+,1,First Pass,Primary Assembly
Line:103,1,1,chrX,chrX,408100,408100,41374188,41782287,+,41374188,41782287,41514935,41923034,+,1,First Pass,Primary Assembly
Line:104,1,1,chrX,chrX,91918,91919,43514154,43606071,+,43514154,43606071,43654906,43746824,+,1.00001,First Pass,Primary Assembly
Line:105,1,1,chrX,chrX,239424,239425,44732422,44971845,+,44732422,44971845,44873176,45112600,+,1,First Pass,Primary Assembly
Line:106,1,1,chrX,chrX,27452,27452,46306623,46334074,+,46306623,46334074,46447188,46474639,+,1,First Pass,Primary Assembly
Line:107,1,1,chrX,chrX,47734,47734,46357159,46404892,+,46357159,46404892,46497724,46545457,+,1,First Pass,Primary Assembly
Line:108,1,1,chrX,chrX,24648,24648,46433191,46457838,+,46433191,46457838,46573756,46598403,+,1,First Pass,Primary Assembly
Line:109,1,1,chrX,chrX,159923,159923,46458685,46618607,+,46458685,46618607,46599250,46759172,+,1,First Pass,Primary Assembly
Line:110,1,1,chrX,chrX,45446,45446,46696346,46741791,+,46696346,46741791,46836911,46882356,+,1,First Pass,Primary Assembly
Line:111,1,1,chrX,chrX,12287,12287,46746853,46759139,+,46746853,46759139,46887418,46899704,+,1,First Pass,Primary Assembly
Line:112,1,1,chrX,chrX,148907,148943,46771735,46920641,+,46771735,46920641,46912300,47061242,+,1.00024,First Pass,Primary Assembly
Line:113,1,1,chrX,chrX,24330,24330,47050198,47074527,+,47050198,47074527,47190799,47215128,+,1,First Pass,Primary Assembly
Line:114,1,1,chrX,chrX,6094,6094,47483611,47489704,+,47483611,47489704,47624212,47630305,+,1,First Pass,Primary Assembly
Line:115,1,1,chrX,chrX,15086,15086,47494918,47510003,+,47494918,47510003,47635519,47650604,+,1,First Pass,Primary Assembly
Line:116,1,1,chrX,chrX,85356,85356,47696300,47781655,+,47696300,47781655,47836901,47922256,+,1,First Pass,Primary Assembly
Line:117,1,1,chrX,chrX,10205,10205,48334548,48344752,+,48334548,48344752,48476160,48486364,+,1,First Pass,Primary Assembly
Line:118,1,1,chrX,chrX,6942,6942,48380163,48387104,+,48380163,48387104,48521775,48528716,+,1,First Pass,Primary Assembly
Line:119,1,1,chrX,chrX,22924,22924,48398074,48420997,+,48398074,48420997,48539686,48562609,+,1,First Pass,Primary Assembly
Line:120,1,1,chrX,chrX,6814,6814,48432740,48439553,+,48432740,48439553,48574352,48581165,+,1,First Pass,Primary Assembly
Line:121,1,1,chrX,chrX,8778,8778,48760458,48769235,+,48760458,48769235,48903181,48911958,+,1,First Pass,Primary Assembly
Line:122,1,1,chrX,chrX,7863,7863,48995950,49003812,+,48995950,49003812,49139615,49147477,+,1,First Pass,Primary Assembly
Line:123,1,1,chrX,chrX,2700,2699,49644469,49647168,+,49644469,49647168,49879866,49882564,+,0.99963,First Pass,Primary Assembly
Line:124,1,1,chrX,chrX,176669,176622,49687224,49863892,+,49687224,49863892,49922614,50099235,+,0.99973,First Pass,Primary Assembly
Line:125,1,1,chrX,chrX,222403,222403,50334642,50557044,+,50334642,50557044,50591642,50814044,+,1,First Pass,Primary Assembly
Line:126,1,1,chrX,chrX,34103,34103,53220502,53254604,+,53220502,53254604,53191320,53225422,+,1,First Pass,Primary Assembly
Line:127,1,1,chrX,chrX,88466,88450,53262057,53350522,+,53262057,53350522,53232875,53321324,+,0.99982,First Pass,Primary Assembly
Line:128,1,1,chrX,chrX,5079,5079,53388440,53393518,+,53388440,53393518,53361520,53366598,+,1,First Pass,Primary Assembly
Line:129,1,1,chrX,chrX,48550,48522,53401069,53449618,+,53401069,53449618,53374148,53422669,+,0.99942,First Pass,Primary Assembly
Line:130,1,1,chrX,chrX,154642,154658,53559056,53713697,+,53559056,53713697,53532095,53686752,+,1.0001,First Pass,Primary Assembly
Line:131,1,1,chrX,chrX,108458,108458,53963112,54071569,+,53963112,54071569,53936679,54045136,+,1,First Pass,Primary Assembly
Line:132,1,1,chrX,chrX,114959,114959,54094756,54209714,+,54094756,54209714,54068323,54183281,+,1,First Pass,Primary Assembly
Line:133,1,1,chrX,chrX,37078,37078,54556643,54593720,+,54556643,54593720,54530210,54567287,+,1,First Pass,Primary Assembly
Line:134,1,1,chrX,chrX,8276,8276,54834170,54842445,+,54834170,54842445,54807737,54816012,+,1,First Pass,Primary Assembly
Line:135,1,1,chrX,chrX,18095,18095,55169534,55187628,+,55169534,55187628,55143101,55161195,+,1,First Pass,Primary Assembly
Line:136,1,1,chrX,chrX,1122,1122,55207823,55208944,+,55207823,55208944,55181390,55182511,+,1,First Pass,Primary Assembly
Line:137,1,1,chrX,chrX,1463,1463,55478537,55479999,+,55478537,55479999,55452104,55453566,+,1,First Pass,Primary Assembly
Line:138,1,1,chrX,chrX,4584,4584,55511048,55515631,+,55511048,55515631,55484615,55489198,+,1,First Pass,Primary Assembly
Line:139,1,1,chrX,chrX,41099,41099,55744109,55785207,+,55744109,55785207,55717676,55758774,+,1,First Pass,Primary Assembly
Line:140,1,1,chrX,chrX,106755,106755,55934675,56041429,+,55934675,56041429,55908242,56014996,+,1,First Pass,Primary Assembly
Line:141,1,1,chrX,chrX,133472,133472,56098008,56231479,+,56098008,56231479,56071575,56205046,+,1,First Pass,Primary Assembly
Line:142,1,1,chrX,chrX,89121,89121,56755684,56844804,+,56755684,56844804,56729251,56818371,+,1,First Pass,Primary Assembly
Line:143,1,1,chrX,chrX,88288,88288,56755717,56844004,+,56755717,56844004,56729284,56817571,+,1,First Pass,Primary Assembly
Line:144,1,1,chrX,chrX,7139,7139,57244099,57251237,+,57244099,57251237,57217666,57224804,+,1,First Pass,Primary Assembly
Line:145,1,1,chrX,chrX,202521,202521,57313109,57515629,+,57313109,57515629,57286676,57489196,+,1,First Pass,Primary Assembly
Line:146,1,1,chrX,chrX,13577,13577,57667297,57680873,+,57667297,57680873,57640864,57654440,+,1,First Pass,Primary Assembly
Line:147,1,1,chrX,chrX,16313,16313,64295360,64311672,+,64295360,64311672,65075480,65091792,+,1,First Pass,Primary Assembly
Line:148,1,1,chrX,chrX,29832,29832,64588723,64618554,+,64588723,64618554,65368843,65398674,+,1,First Pass,Primary Assembly
Line:149,1,1,chrX,chrX,74284,74289,64887510,64961793,+,64887510,64961793,65667643,65741931,+,1.00007,First Pass,Primary Assembly
Line:150,1,1,chrX,chrX,104799,104799,65382432,65487230,+,65382432,65487230,66162590,66267388,+,1,First Pass,Primary Assembly
Line:151,1,1,chrX,chrX,20392,20392,65815481,65835872,+,65815481,65835872,66595639,66616030,+,1,First Pass,Primary Assembly
Line:152,1,1,chrX,chrX,391115,391115,67262185,67653299,+,67262185,67653299,68042343,68433457,+,1,First Pass,Primary Assembly
Line:153,1,1,chrX,chrX,38505,38505,67718623,67757127,+,67718623,67757127,68498781,68537285,+,1,First Pass,Primary Assembly
Line:154,1,1,chrX,chrX,423412,423406,68835910,69259321,+,68835910,69259321,69616066,70039471,+,0.99999,First Pass,Primary Assembly
Line:155,1,1,chrX,chrX,32857,32857,69353317,69386173,+,69353317,69386173,70133467,70166323,+,1,First Pass,Primary Assembly
Line:156,1,1,chrX,chrX,28219,28219,69397335,69425553,+,69397335,69425553,70177485,70205703,+,1,First Pass,Primary Assembly
Line:157,1,1,chrX,chrX,13507,13507,69488184,69501690,+,69488184,69501690,70268334,70281840,+,1,First Pass,Primary Assembly
Line:158,1,1,chrX,chrX,2832,2832,69502021,69504852,+,69502021,69504852,70282171,70285002,+,1,First Pass,Primary Assembly
Line:159,1,1,chrX,chrX,130897,130897,69509878,69640774,+,69509878,69640774,70290028,70420924,+,1,First Pass,Primary Assembly
Line:160,1,1,chrX,chrX,60636,60636,69664704,69725339,+,69664704,69725339,70444854,70505489,+,1,First Pass,Primary Assembly
Line:161,1,1,chrX,chrX,379779,379779,69748789,70128567,+,69748789,70128567,70528939,70908717,+,1,First Pass,Primary Assembly
Line:162,1,1,chrX,chrX,9203,9203,70279096,70288298,+,70279096,70288298,71059246,71068448,+,1,First Pass,Primary Assembly
Line:163,1,1,chrX,chrX,2901,2901,70323738,70326638,+,70323738,70326638,71103888,71106788,+,1,First Pass,Primary Assembly
Line:164,1,1,chrX,chrX,14618,14618,70403408,70418025,+,70403408,70418025,71183558,71198175,+,1,First Pass,Primary Assembly
Line:165,1,1,chrX,chrX,232488,232488,71130937,71363424,+,71130937,71363424,71911087,72143574,+,1,First Pass,Primary Assembly
Line:166,1,1,chrX,chrX,17568,17568,71364033,71381600,+,71364033,71381600,72144183,72161750,+,1,First Pass,Primary Assembly
Line:167,1,1,chrX,chrX,16670,16670,71401525,71418194,+,71401525,71418194,72181675,72198344,+,1,First Pass,Primary Assembly
Line:168,1,1,chrX,chrX,34353,34353,71424506,71458858,+,71424506,71458858,72204656,72239008,+,1,First Pass,Primary Assembly
Line:169,1,1,chrX,chrX,243589,243589,71549365,71792953,+,71549365,71792953,72329515,72573103,+,1,First Pass,Primary Assembly
Line:170,1,1,chrX,chrX,38812,38812,72744110,72782921,+,72744110,72782921,73524274,73563085,+,1,First Pass,Primary Assembly
Line:171,1,1,chrX,chrX,123955,123956,72782983,72906937,+,72782983,72906937,73563147,73687102,+,1.00001,First Pass,Primary Assembly
Line:172,1,1,chrX,chrX,32104,32104,73040485,73072588,+,73040485,73072588,73820650,73852753,+,1,First Pass,Primary Assembly
Line:173,1,1,chrX,chrX,56169,56169,73164158,73220326,+,73164158,73220326,73944323,74000491,+,1,First Pass,Primary Assembly
Line:174,1,1,chrX,chrX,265440,265440,73247970,73513409,+,73247970,73513409,74028135,74293574,+,1,First Pass,Primary Assembly
Line:175,1,1,chrX,chrX,112438,112438,73641327,73753764,+,73641327,73753764,74421492,74533929,+,1,First Pass,Primary Assembly
Line:176,1,1,chrX,chrX,31652,31652,73802810,73834461,+,73802810,73834461,74582975,74614626,+,1,First Pass,Primary Assembly
Line:177,1,1,chrX,chrX,192598,192598,73952690,74145287,+,73952690,74145287,74732855,74925452,+,1,First Pass,Primary Assembly
Line:178,1,1,chrX,chrX,103170,103170,74273006,74376175,+,74273006,74376175,75053171,75156340,+,1,First Pass,Primary Assembly
Line:179,1,1,chrX,chrX,155077,155077,74588261,74743337,+,74588261,74743337,75368426,75523502,+,1,First Pass,Primary Assembly
Line:180,1,1,chrX,chrX,100665,100665,74743967,74844631,+,74743967,74844631,75524132,75624796,+,1,First Pass,Primary Assembly
Line:181,1,1,chrX,chrX,5264,5264,75392770,75398033,+,75392770,75398033,76172935,76178198,+,1,First Pass,Primary Assembly
Line:182,1,1,chrX,chrX,281365,281357,76760355,77041719,+,76760355,77041719,77504877,77786233,+,0.99997,First Pass,Primary Assembly
Line:183,1,1,chrX,chrX,69205,69205,77081861,77151065,+,77081861,77151065,77826364,77895568,+,1,First Pass,Primary Assembly
Line:184,1,1,chrX,chrX,139700,139700,77166193,77305892,+,77166193,77305892,77910696,78050395,+,1,First Pass,Primary Assembly
Line:185,1,1,chrX,chrX,22660,22660,77359665,77382324,+,77359665,77382324,78104168,78126827,+,1,First Pass,Primary Assembly
Line:186,1,1,chrX,chrX,9936,9936,77385244,77395179,+,77385244,77395179,78129747,78139682,+,1,First Pass,Primary Assembly
Line:187,1,1,chrX,chrX,54959,54959,77528129,77583087,+,77528129,77583087,78272632,78327590,+,1,First Pass,Primary Assembly
Line:188,1,1,chrX,chrX,140248,140248,79924986,80065233,+,79924986,80065233,80669487,80809734,+,1,First Pass,Primary Assembly
Line:189,1,1,chrX,chrX,88243,88243,80369199,80457441,+,80369199,80457441,81113700,81201942,+,1,First Pass,Primary Assembly
Line:190,1,1,chrX,chrX,96745,96745,80457302,80554046,+,80457302,80554046,81201803,81298547,+,1,First Pass,Primary Assembly
Line:191,1,1,chrX,chrX,129591,129591,83313353,83442943,+,83313353,83442943,84058345,84187935,+,1,First Pass,Primary Assembly
Line:192,1,1,chrX,chrX,184607,184607,83572881,83757487,+,83572881,83757487,84317873,84502479,+,1,First Pass,Primary Assembly
Line:193,1,1,chrX,chrX,89427,89427,84258897,84348323,+,84258897,84348323,85003891,85093317,+,1,First Pass,Primary Assembly
Line:194,1,1,chrX,chrX,29373,29373,84498996,84528368,+,84498996,84528368,85243990,85273362,+,1,First Pass,Primary Assembly
Line:195,1,1,chrX,chrX,186383,186384,85116184,85302566,+,85116184,85302566,85861179,86047562,+,1.00001,First Pass,Primary Assembly
Line:196,1,1,chrX,chrX,684152,684153,85403454,86087605,+,85403454,86087605,86148450,86832602,+,1,First Pass,Primary Assembly
Line:197,1,1,chrX,chrX,151883,151886,86772714,86924596,+,86772714,86924596,87517711,87669596,+,1.00002,First Pass,Primary Assembly
Line:198,1,1,chrX,chrX,787770,787770,91090459,91878228,+,91090459,91878228,91835460,92623229,+,1,First Pass,Primary Assembly
Line:199,1,1,chrX,chrX,915937,915937,95939661,96855597,+,95939661,96855597,96684662,97600598,+,1,First Pass,Primary Assembly
Line:200,1,1,chrX,chrX,118631,118631,99546641,99665271,+,99546641,99665271,100291643,100410273,+,1,First Pass,Primary Assembly
Line:201,1,1,chrX,chrX,8001,8001,99883794,99891794,+,99883794,99891794,100628797,100636797,+,1,First Pass,Primary Assembly
Line:202,1,1,chrX,chrX,27135,27135,99899162,99926296,+,99899162,99926296,100644165,100671299,+,1,First Pass,Primary Assembly
Line:203,1,1,chrX,chrX,57035,57044,99929488,99986522,+,99929488,99986522,100674491,100731534,+,1.00016,First Pass,Primary Assembly
