sample	GENE	f	tau	XCI	tpm	xa_tpm	xi_tpm
HG00146	PLCXD1	0.019868420227516	0.269927409625055	E	32.749676	23.9096407912602	8.84003520873985
HG00146	PLXNA3	0.019868420227516	0.00601148274421472	S	8.845276	8.79210277595818	0.0531732240418166
HG00146	PRKX	0.019868420227516	0.294145577032944	E	25.11018	17.7241316144989	7.3860483855011
HG00146	PRPS2	0.019868420227516	0.0227002840028561	S	66.822533	65.3056425231098	1.51689047689023
HG00146	RAB9A	0.019868420227516	0.14107735390153	E	80.963562	69.5414369105975	11.4221250894025
HG00146	RBBP7	0.019868420227516	0.0937468950753581	E	115.631348	104.791268151622	10.8400798483782
HG00146	RBM10	0.019868420227516	0.0165015863925036	S	59.961571	58.9721099559133	0.989461044086738
HG00146	RPL10	0.019868420227516	0	S	1911.739746	1911.739746	0
HG00146	SASH3	0.019868420227516	0.00797126858009188	S	248.296143	246.316907756746	1.9792352432539
HG00146	SYN1	0.019868420227516	0	S	0.916565	0.916565	0
HG00146	TIMP1	0.019868420227516	0	S	181.266983	181.266983	0
HG00146	TMSB4X	0.019868420227516	0.0972016118857722	E	25111.923828	22671.0043543657	2440.91947363433
HG00146	TREX2	0.019868420227516	0.0266449097548986	S	0.641108	0.624025735196856	0.0170822648031436
HG00146	TXLNG	0.019868420227516	0.0937468950753581	E	21.913221	19.8589245701499	2.05429642985013
HG00146	UBL4A	0.019868420227516	0.0140221073483626	S	33.200825	32.7352794677958	0.465545532204201
HG00146	VBP1	0.019868420227516	0.00745483852874587	S	60.12175	59.6735520616844	0.448197938315627
HG00146	WWC3	0.019868420227516	0.0443957256390899	E	17.966654	17.1690113583635	0.797642641636458
HG00146	XIAP	0.019868420227516	0.0129023426187505	S	11.56041	11.4112536293668	0.14915637063323
HG00146	XIST	0.019868420227516	0	S	56.895481	56.895481	0
HG00146	ZBED1	0.019868420227516	0.432083834877877	E	37.340885	21.2064922114662	16.1343927885338
HG00146	ZNF275	0.019868420227516	0.0322609870967897	E	17.307083	16.7487394186539	0.558343581346068
HG00150	AKAP17A	2.538297707905e-55	0.357142857142857	E	61.016552	39.2249262857143	21.7916257142857
HG00150	APOO	2.538297707905e-55	0.134146341463415	E	35.864143	31.0530994268293	4.81104357317073
HG00150	ATP6AP1	2.538297707905e-55	0.105555555555556	E	50.177837	44.8812875388889	5.29654946111111
HG00150	BRCC3	2.538297707905e-55	0.0740740740740741	E	17.313728	16.0312296296296	1.28249837037037
HG00150	BTK	2.538297707905e-55	0.103618421052632	E	144.990662	129.966958536184	15.0237034638158
HG00150	C1GALT1C1	2.538297707905e-55	0.0806451612903226	E	34.721272	31.9211694193548	2.80010258064516
HG00150	CD99L2	2.538297707905e-55	0.0476190476190476	E	22.259439	21.1994657142857	1.05997328571429
HG00150	CLIC2	2.538297707905e-55	0.0476190476190476	E	14.5236	13.832	0.6916
HG00150	CXorf21	2.538297707905e-55	0.215596330275229	E	75.360695	59.1132057110092	16.2474892889908
HG00150	DNASE1L1	2.538297707905e-55	0.119047619047619	E	15.057936	13.2653245714286	1.79261142857143
HG00150	EDA2R	2.538297707905e-55	0.10958904109589	E	11.957964	10.6475021917808	1.31046180821918
HG00150	EIF1AX	2.538297707905e-55	0.192182410423453	E	97.329407	78.6244069576547	18.7050000423453
HG00150	EIF2S3	2.538297707905e-55	0.197452229299363	E	322.509552	258.829321987261	63.6802300127389
HG00150	ELF4	2.538297707905e-55	0.0666666666666667	E	30.935955	28.873558	2.062397
HG00150	EMD	2.538297707905e-55	0.15	E	99.369095	84.46373075	14.90536425
HG00150	ERCC6L	2.538297707905e-55	0.0869565217391304	E	12.715198	11.6095286086957	1.10566939130435
HG00150	FLNA	2.538297707905e-55	0.123655913978495	E	113.120575	99.1325469086022	13.9880280913978
HG00150	GDI1	2.538297707905e-55	0.131578947368421	E	77.287727	67.1182892368421	10.1694377631579
HG00150	GTPBP6	2.538297707905e-55	0.363636363636364	E	54.310894	34.561478	19.749416
HG00150	HDAC8	2.538297707905e-55	0.0882352941176471	E	29.944435	27.3022789705882	2.64215602941177
HG00150	HNRNPH2	2.538297707905e-55	0.112359550561798	E	106.302246	94.3581734157303	11.9440725842697
HG00150	HUWE1	2.538297707905e-55	0.12	E	62.516521	55.01453848	7.50198252
HG00150	IRAK1	2.538297707905e-55	0.126760563380282	E	79.422333	69.3547133239437	10.0676196760563
HG00150	MORF4L2	2.538297707905e-55	0.0888888888888889	E	167.643311	152.741683355556	14.9016276444444
HG00150	MTCP1	2.538297707905e-55	0.0740740740740741	E	1.370394	1.26888333333333	0.101510666666667
HG00150	P2RY8	2.538297707905e-55	0.4	E	57.987309	34.7923854	23.1949236
HG00150	PHF6	2.538297707905e-55	0.0555555555555556	E	33.017235	31.1829441666667	1.83429083333333
HG00150	PIN4	2.538297707905e-55	0.374074074074074	E	29.539564	18.4895789481482	11.0499850518519
HG00150	RBBP7	2.538297707905e-55	0.394088669950739	E	200.811646	121.674051517241	79.1375944827586
HG00150	RPL10	2.538297707905e-55	0.0962732919254658	E	1705.041748	1540.89176604969	164.149981950311
HG00150	RPS4X	2.538297707905e-55	0.40080971659919	E	3672.402588	2200.46794746559	1471.93464053441
HG00150	RPS6KA3	2.538297707905e-55	0.166666666666667	E	18.885937	15.7382808333333	3.14765616666667
HG00150	SASH3	2.538297707905e-55	0.0939597315436242	E	192.773483	174.660538288591	18.1129447114094
HG00150	SAT1	2.538297707905e-55	0.172413793103448	E	172.495819	142.755160551724	29.7406584482759
HG00150	SLC25A6	2.538297707905e-55	0.46900826446281	E	958.570862	508.99320564876	449.57765635124
HG00150	SMC1A	2.538297707905e-55	0.451612903225806	E	66.659088	36.5549837419355	30.1041042580645
HG00150	SNX12	2.538297707905e-55	0.037037037037037	E	39.543877	38.079288962963	1.46458803703704
HG00150	SUV39H1	2.538297707905e-55	0.0857142857142857	E	21.046799	19.2427876571429	1.80401134285714
HG00150	TCEAL4	2.538297707905e-55	0.116129032258065	E	36.565147	32.3188718645161	4.24627513548387
HG00150	TLR7	2.538297707905e-55	0.0909090909090909	E	34.989567	31.8086972727273	3.18086972727273
HG00150	TMEM164	2.538297707905e-55	0.24	E	10.723726	8.15003176	2.57369424
HG00150	TXLNG	2.538297707905e-55	0.394088669950739	E	31.310472	18.9713697339902	12.3391022660099
HG00150	VBP1	2.538297707905e-55	0.177215189873418	E	126.728508	104.270291392405	22.4582166075949
HG00150	WWC3	2.538297707905e-55	0.1875	E	12.154837	9.8758050625	2.2790319375
HG00150	XIST	2.538297707905e-55	0.09375	E	32.374779	29.33964346875	3.03513553125
HG00150	ZBTB33	2.538297707905e-55	0.2	E	22.416286	17.9330288	4.4832572
HG00150	ZFX	2.538297707905e-55	0.467741935483871	E	12.163569	6.47415769354839	5.68941130645161
HG00150	ZNF275	2.538297707905e-55	0.0808080808080808	E	13.10989	12.050504949495	1.05938505050505
HG00154	ABCB7	0.118803794365506	0.0627798383007168	S	29.572571	27.7160097744835	1.85656122551647
HG00154	ACOT9	0.118803794365506	0	S	44.637299	44.637299	0
HG00154	AIFM1	0.118803794365506	0	S	99.896057	99.896057	0
HG00154	APEX2	0.118803794365506	0.172084878725538	E	35.725269	29.5774904166978	6.14777858330221
HG00154	ARMCX2	0.118803794365506	0.0152559076812295	S	23.187956	22.8342026839476	0.353753316052412
HG00154	ARMCX5	0.118803794365506	0.106501854470645	S	1.051303	0.939337280889447	0.111965719110553
HG00154	ATP6AP2	0.118803794365506	0.0467055676500079	S	82.014091	78.1835763245456	3.8305146754544
HG00154	BTK	0.118803794365506	0	S	131.592422	131.592422	0
HG00154	CD99L2	0.118803794365506	0.0540354350667312	S	23.934906	22.6415729410087	1.29333305899131
HG00154	CENPI	0.118803794365506	0	S	12.370879	12.370879	0
HG00154	CLIC2	0.118803794365506	0.163222307880282	E	14.976156	12.5317132545049	2.44444274549513
HG00154	CYSLTR1	0.118803794365506	0	S	12.678223	12.678223	0
HG00154	DHRSX	0.118803794365506	0.295725006419187	E	9.009104	6.34488666176887	2.66421733823113
HG00154	EIF2S3	0.118803794365506	0.0583184080792955	S	304.69873	286.929185122617	17.7695448773831
HG00154	ELF4	0.118803794365506	0.0929329529006674	S	32.751472	29.7077809951965	3.04369100480353
HG00154	ERCC6L	0.118803794365506	0	S	8.812388	8.812388	0
HG00154	FAM199X	0.118803794365506	0.0940098498506656	S	13.07793	11.8484757643425	1.22945423565752
HG00154	GK	0.118803794365506	0.075639254821284	S	11.616412	10.737755252623	0.878656747377021
HG00154	HTATSF1	0.118803794365506	0	S	57.506973	57.506973	0
HG00154	HUWE1	0.118803794365506	0	S	77.805885	77.805885	0
HG00154	ITM2A	0.118803794365506	0.0504983730844448	S	80.932632	76.8456657545579	4.08696624544208
HG00154	KIF4A	0.118803794365506	0.409192735647072	E	20.309374	11.9989256936605	8.31044830633952
HG00154	LAMP2	0.118803794365506	0	S	50.887001	50.887001	0
HG00154	MAGED2	0.118803794365506	0.0050595051034102	S	59.728336	59.4261401791898	0.302195820810199
HG00154	MAP7D3	0.118803794365506	0.0591960664835096	S	14.952467	14.0673397693755	0.885127230624483
HG00154	MED12	0.118803794365506	0.0384898293174233	S	16.529589	15.8933679407028	0.636221059297158
HG00154	MED14	0.118803794365506	0.191374003506388	E	21.128986	17.0854473591496	4.04353864085043
HG00154	MORC4	0.118803794365506	0.031549826750768	S	0.199005	0.192726426727463	0.00627857327253658
HG00154	MSL3	0.118803794365506	0.120308806945359	E	169.169388	148.816820758043	20.3525672419566
HG00154	P2RY10	0.118803794365506	0.122063928022654	E	78.980347	69.3396956085878	9.6406513914122
HG00154	PGK1	0.118803794365506	0.0238492759576299	S	1147.700806	1120.32897276091	27.3718332390883
HG00154	PIN4	0.118803794365506	0	S	22.072546	22.072546	0
HG00154	PIR	0.118803794365506	0	S	36.445095	36.445095	0
HG00154	PRKX	0.118803794365506	0.491016024074672	E	26.230394	13.3508502282079	12.8795437717921
HG00154	PRPS2	0.118803794365506	0	S	92.951363	92.951363	0
HG00154	RBM3	0.118803794365506	0.0982610556113916	E	227.506271	205.151264653329	22.3550063466713
HG00154	RP2	0.118803794365506	0.0826534820143206	S	10.948623	10.0436811857879	0.904941814212077
HG00154	SLC9A7	0.118803794365506	0	S	23.751883	23.751883	0
HG00154	TAF9B	0.118803794365506	0	S	25.697874	25.697874	0
HG00154	TBC1D8B	0.118803794365506	0.031549826750768	S	6.62351	6.41453940701802	0.208970592981979
HG00154	TBL1X	0.118803794365506	0.0722846244246143	S	14.747671	13.6816411406272	1.06602985937278
HG00154	TCEAL4	0.118803794365506	0.00715715500761272	S	15.715234	15.6027576342811	0.112476365718906
HG00154	TFE3	0.118803794365506	0	S	28.683887	28.683887	0
HG00154	TIMM17B	0.118803794365506	0.0526455961421242	S	66.497452	62.9966539975277	3.50079800247229
HG00154	TRAPPC2	0.118803794365506	0	S	16.728266	16.728266	0
HG00154	TRMT2B	0.118803794365506	0	S	12.268977	12.268977	0
HG00154	TSIX	0.118803794365506	0.213377893997137	E	1.47099	1.15711325170915	0.313876748290848
HG00154	TSPYL2	0.118803794365506	0	S	29.311077	29.311077	0
HG00154	XIST	0.118803794365506	0.213377893997137	E	22.228567	17.4854821869658	4.74308481303425
HG00154	ZBED1	0.118803794365506	0.295725006419187	E	26.392071	18.5872756341094	7.80479536589065
HG00154	ZDHHC9	0.118803794365506	0	S	11.724451	11.724451	0
HG00154	ZFX	0.118803794365506	0.208519892200478	E	5.970871	4.72582562273704	1.24504537726296
HG00154	ZNF275	0.118803794365506	0.135649865250597	S	14.473602	12.5102598390092	1.96334216099078
HG00173	ARHGAP4	0.23357649095713	0	S	33.205845	33.205845	0
HG00173	ARMCX3	0.23357649095713	0	S	46.065922	46.065922	0
HG00173	BRCC3	0.23357649095713	0	S	10.347088	10.347088	0
HG00173	BTK	0.23357649095713	0	S	116.320953	116.320953	0
HG00173	C1GALT1C1	0.23357649095713	0.00322348935366027	S	24.904459	24.8241797415548	0.0802792584451686
HG00173	CXorf40A	0.23357649095713	0	S	16.756628	16.756628	0
HG00173	CYBB	0.23357649095713	0	S	55.849384	55.849384	0
HG00173	DHRSX	0.23357649095713	0.187214789593045	E	15.927978	12.9460249500873	2.98195304991266
HG00173	EBP	0.23357649095713	0	S	121.493599	121.493599	0
HG00173	ELF4	0.23357649095713	0	S	27.899462	27.899462	0
HG00173	ELK1	0.23357649095713	0	S	45.32449	45.32449	0
HG00173	HCFC1	0.23357649095713	0	S	26.225182	26.225182	0
HG00173	IRAK1	0.23357649095713	0.0357608982380989	S	49.70528	47.9277745400238	1.77750545997621
HG00173	ITM2A	0.23357649095713	0.0905357245581684	S	63.447414	57.7031564021679	5.74425759783208
HG00173	LAMP2	0.23357649095713	0	S	33.899239	33.899239	0
HG00173	MAGED1	0.23357649095713	0	S	141.943008	141.943008	0
HG00173	MAGED2	0.23357649095713	0.0266701683222191	S	56.25449	54.7541732828194	1.50031671718059
HG00173	MAGEH1	0.23357649095713	0	S	27.556553	27.556553	0
HG00173	MSL3	0.23357649095713	0.409191390527013	E	126.211601	74.5669004861694	51.6447005138306
HG00173	MTCP1	0.23357649095713	0	S	1.031445	1.031445	0
HG00173	MTMR1	0.23357649095713	0.0978475866196297	S	19.90205	17.9546824387168	1.9473675612832
HG00173	NDUFA1	0.23357649095713	0	S	531.999207	531.999207	0
HG00173	NONO	0.23357649095713	0	S	333.454315	333.454315	0
HG00173	P2RY8	0.23357649095713	0.348652317545022	E	82.067101	53.4542160421486	28.6128849578514
HG00173	PIN4	0.23357649095713	0.374885915837218	E	26.902613	16.8172022870807	10.0854107129193
HG00173	RBBP7	0.23357649095713	0.0651522684586241	S	128.367935	120.004472837401	8.3634621625992
HG00173	RBM10	0.23357649095713	0	S	54.547176	54.547176	0
HG00173	RNF113A	0.23357649095713	0	S	59.22644	59.22644	0
HG00173	RPS4X	0.23357649095713	0.374885915837218	E	3279.77832	2050.23562076375	1229.54269923625
HG00173	SH3BGRL	0.23357649095713	0	S	153.474579	153.474579	0
HG00173	SUV39H1	0.23357649095713	0	S	17.218891	17.218891	0
HG00173	TSIX	0.23357649095713	0.0978475866196297	S	0.791566	0.714113177249846	0.0774528227501538
HG00173	TXLNG	0.23357649095713	0.0651522684586241	S	17.286037	16.1598124767903	1.12622452320971
HG00173	UBL4A	0.23357649095713	0.019378823033216	S	29.258816	28.6918145825746	0.56700141742543
HG00173	VBP1	0.23357649095713	0.129022192308031	S	83.825706	73.0103296401116	10.8153763598884
HG00173	WWC3	0.23357649095713	0.172666640271792	S	13.530331	11.1940942044647	2.33623679553527
HG00173	XIST	0.23357649095713	0.0978475866196297	S	40.372662	36.42229445789	3.95036754211003
HG00173	ZBED1	0.23357649095713	0.187214789593045	E	35.40509	28.7767335251272	6.62835647487283
HG00173	ZBTB33	0.23357649095713	0	S	14.614864	14.614864	0
HG00173	ZMYM3	0.23357649095713	0	S	19.281	19.281	0
HG00177	ABCB7	0.0700436437897954	0	S	20.886049	20.886049	0
HG00177	ACOT9	0.0700436437897954	0	S	37.734634	37.734634	0
HG00177	AIFM1	0.0700436437897954	0	S	76.017197	76.017197	0
HG00177	AKAP17A	0.0700436437897954	0.483194960554371	E	106.894432	55.2435811462782	51.6508508537219
HG00177	ARHGAP4	0.0700436437897954	0	S	51.784561	51.784561	0
HG00177	ATP11C	0.0700436437897954	0	S	15.772046	15.772046	0
HG00177	BTK	0.0700436437897954	0.0461221202891409	E	154.601746	147.471185674077	7.13056032592321
HG00177	CCDC22	0.0700436437897954	0.0154546959843531	S	22.731882	22.3805676745378	0.351314325462189
HG00177	DDX3X	0.0700436437897954	0.38139488080811	E	164.41951	101.710750581022	62.7087594189779
HG00177	DHRSX	0.0700436437897954	0.46769697973229	E	14.397887	7.6640387355732	6.73384826442681
HG00177	DMD	0.0700436437897954	0.0771240983136173	S	8.973099	8.28105683054618	0.692042169453821
HG00177	DOCK11	0.0700436437897954	0.0876959958557768	E	15.248278	13.9110650757043	1.33721292429573
HG00177	DYNLT3	0.0700436437897954	0	S	15.728599	15.728599	0
HG00177	EDA2R	0.0700436437897954	0	S	14.297451	14.297451	0
HG00177	GTPBP6	0.0700436437897954	0.359648946423054	E	47.0905	30.1544512884652	16.9360487115348
HG00177	HCFC1	0.0700436437897954	0.0798249480506653	E	26.265732	24.1690713075873	2.0966606924127
HG00177	IDS	0.0700436437897954	0.0372097912666883	S	18.271935	17.5920401126115	0.679894887388496
HG00177	IRAK1	0.0700436437897954	0	S	53.8685	53.8685	0
HG00177	KDM6A	0.0700436437897954	0.389246787653566	E	21.734716	13.2745476164374	8.46016838356257
HG00177	MAGEH1	0.0700436437897954	0.0223767717560052	S	26.593718	25.9986364421704	0.595081557829568
HG00177	MED12	0.0700436437897954	0.112363756787483	E	16.360479	14.5221541167173	1.83832488328272
HG00177	MED14	0.0700436437897954	0.0431429990709615	S	18.584702	17.7829022188799	0.801799781120097
HG00177	MORF4L2	0.0700436437897954	0.0257261632584175	S	126.591003	123.334302189775	3.25670081022482
HG00177	MSL3	0.0700436437897954	0.237775482532709	E	78.871613	60.1178771607919	18.7537358392081
HG00177	MTMR1	0.0700436437897954	0	S	25.343534	25.343534	0
HG00177	NSDHL	0.0700436437897954	0	S	38.185383	38.185383	0
HG00177	PHF6	0.0700436437897954	0.0477577162520629	S	35.765106	34.0570462159271	1.70805978407295
HG00177	PHF8	0.0700436437897954	0.0580946827377301	S	12.79701	12.0535717640584	0.743438235941559
HG00177	PIN4	0.0700436437897954	0.317753109534413	E	22.268349	15.1925118610525	7.07583713894755
HG00177	PIR	0.0700436437897954	0	S	14.37321	14.37321	0
HG00177	PLCXD1	0.0700436437897954	0.474719375442662	E	20.658155	10.8513285606023	9.8068264393977
HG00177	PRKX	0.0700436437897954	0.400062531046773	E	29.932049	17.957357717644	11.974691282356
HG00177	PRPS2	0.0700436437897954	0.00916189982830577	S	70.452339	69.8068617274122	0.64547727258784
HG00177	RBBP7	0.0700436437897954	0.215592973729946	E	170.797256	133.974567674045	36.8226883259549
HG00177	RPS4X	0.0700436437897954	0.36746260801925	E	3826.266113	2420.25638814134	1406.00972485866
HG00177	SAT1	0.0700436437897954	0.119047140291147	E	192.687988	169.749034060145	22.9389539398548
HG00177	SH3BGRL	0.0700436437897954	0.00800015284565088	S	178.243561	176.817585268247	1.4259757317531
HG00177	SLC25A5	0.0700436437897954	0.0160349897616174	S	607.854187	598.107251334899	9.74693566510125
HG00177	SUV39H1	0.0700436437897954	0	S	20.092018	20.092018	0
HG00177	SYN1	0.0700436437897954	0	S	0.954965	0.954965	0
HG00177	TAF9B	0.0700436437897954	0	S	21.76149	21.76149	0
HG00177	TBC1D25	0.0700436437897954	0.011578333552228	S	15.567077	15.3868361900608	0.180240809939216
HG00177	TFE3	0.0700436437897954	0.0639092263859178	S	31.1633	29.1716776053677	1.99162239463227
HG00177	TIMM17B	0.0700436437897954	0	S	59.755104	59.755104	0
HG00177	TIMP1	0.0700436437897954	0	S	69.613159	69.613159	0
HG00177	TLR7	0.0700436437897954	0.0154546959843531	S	28.00798	27.5751251839642	0.432854816035843
HG00177	TMSB4X	0.0700436437897954	0	S	16224.951172	16224.951172	0
HG00177	TRAPPC2	0.0700436437897954	0.181137928970349	E	4.558896	3.73310702016879	0.825788979831206
HG00177	TSIX	0.0700436437897954	0	S	1.126859	1.126859	0
HG00177	TXLNG	0.0700436437897954	0.215592973729946	E	25.409595	19.9314648526764	5.47813014732358
HG00177	WASF4P	0.0700436437897954	0	S	0.283678	0.283678	0
HG00177	WWC3	0.0700436437897954	0	S	13.248047	13.248047	0
HG00177	XIAP	0.0700436437897954	0.031606206118208	S	10.842856	10.500154458354	0.342701541646049
HG00177	XIST	0.0700436437897954	0	S	39.717457	39.717457	0
HG00177	ZBED1	0.0700436437897954	0.488598934023161	E	41.746185	21.3490435094663	20.3971414905337
HG00177	ZBTB33	0.0700436437897954	0	S	20.293333	20.293333	0
HG00177	ZNF75D	0.0700436437897954	0.176969797322902	E	4.681122	3.85270478841622	0.828417211583778
HG00179	AKAP17A	0.181356825525605	0.454909386916403	E	60.601604	33.0333654782094	27.5682385217906
HG00179	ARHGAP4	0.181356825525605	0.0516704756259506	S	60.256409	57.1429316874582	3.11347731254181
HG00179	ASMTL	0.181356825525605	0.5	E	57.256592	28.628296	28.628296
HG00179	BCAP31	0.181356825525605	0	S	189.567963	189.567963	0
HG00179	CCDC22	0.181356825525605	0	S	25.617819	25.617819	0
HG00179	CD99L2	0.181356825525605	0	S	18.091717	18.091717	0
HG00179	CLIC2	0.181356825525605	0.0292539994072482	S	24.478956	23.7628486356859	0.716107364314055
HG00179	CXorf21	0.181356825525605	0.19663035517356	S	37.930321	30.4720685099229	7.45825249007714
HG00179	DHRSX	0.181356825525605	0.323870543995909	E	14.082602	9.52166202938212	4.56093997061788
HG00179	FTX	0.181356825525605	0	S	7.768525	7.768525	0
HG00179	GTPBP6	0.181356825525605	0.472945632149842	E	67.490211	35.5710104946788	31.9192005053212
HG00179	HAUS7	0.181356825525605	0.0400757465473114	S	40.340881	38.7241900775488	1.61669092245125
HG00179	ITM2A	0.181356825525605	0	S	62.505802	62.505802	0
HG00179	MAGED2	0.181356825525605	0	S	48.543331	48.543331	0
HG00179	MAGEH1	0.181356825525605	0	S	31.392365	31.392365	0
HG00179	MED14	0.181356825525605	0	S	18.604223	18.604223	0
HG00179	MSL3	0.181356825525605	0.45528319510777	E	113.055992	61.5834987361616	51.4724932638385
HG00179	MSN	0.181356825525605	0	S	362.078583	362.078583	0
HG00179	PIGA	0.181356825525605	0	S	12.02802	12.02802	0
HG00179	PIR	0.181356825525605	0	S	45.112282	45.112282	0
HG00179	PLCXD1	0.181356825525605	0.46588797097154	E	16.456772	8.78975988417875	7.66701211582125
HG00179	PRICKLE3	0.181356825525605	0	S	16.178074	16.178074	0
HG00179	PRKX	0.181356825525605	0.418273263785981	E	15.896373	9.24734518293066	6.64902781706934
HG00179	RBBP7	0.181356825525605	0.0916530794078468	S	166.195267	150.962958996441	15.2323080035593
HG00179	RPS6KA3	0.181356825525605	0.146940499555436	S	13.697147	11.6844813773358	2.01266562266424
HG00179	SASH3	0.181356825525605	0	S	172.048111	172.048111	0
HG00179	SH3BGRL	0.181356825525605	0	S	172.711975	172.711975	0
HG00179	SLC25A43	0.181356825525605	0	S	16.263721	16.263721	0
HG00179	SLC25A5	0.181356825525605	0	S	609.901978	609.901978	0
HG00179	SLC25A6	0.181356825525605	0.462483859966621	E	1073.430298	576.98611037584	496.44418762416
HG00179	SNX12	0.181356825525605	0	S	30.908087	30.908087	0
HG00179	STS	0.181356825525605	0.20578374962953	S	14.517754	11.5302361456809	2.98751785431911
HG00179	SYN1	0.181356825525605	0	S	1.255114	1.255114	0
HG00179	TIMM17B	0.181356825525605	0	S	88.978004	88.978004	0
HG00179	TIMP1	0.181356825525605	0	S	131.822983	131.822983	0
HG00179	TMSB4X	0.181356825525605	0.141551234905413	S	15823.633789	13583.778885476	2239.85490352396
HG00179	TREX2	0.181356825525605	0.0400757465473114	S	2.3799	2.28452373079205	0.0953762692079465
HG00179	TSIX	0.181356825525605	0	S	0.665699	0.665699	0
HG00179	TXLNG	0.181356825525605	0.0916530794078468	S	24.865427	22.586434044659	2.27899295534102
HG00179	UPRT	0.181356825525605	0.107711666172707	S	15.858481	14.1503375885218	1.70814341147821
HG00179	VMA21	0.181356825525605	0	S	29.822428	29.822428	0
HG00179	XIST	0.181356825525605	0	S	32.387054	32.387054	0
HG00179	ZBED1	0.181356825525605	0.323870543995909	E	40.375214	27.2988714778688	13.0763425221312
HG00179	ZBTB33	0.181356825525605	0.0044778941128928	S	16.196196	16.1236711492803	0.072524850719658
HG00231	AIFM1	0.0386182556126094	0.00568010500410783	S	98.977112	98.4149116108367	0.562200389163342
HG00231	ARHGAP4	0.0386182556126094	0	S	20.387547	20.387547	0
HG00231	ARMCX3	0.0386182556126094	0	S	36.650414	36.650414	0
HG00231	ATP6AP1	0.0386182556126094	0	S	66.4254	66.4254	0
HG00231	BRCC3	0.0386182556126094	0	S	18.045292	18.045292	0
HG00231	CYBB	0.0386182556126094	0	S	75.95723	75.95723	0
HG00231	CYSLTR1	0.0386182556126094	0.0613589942756232	S	11.291906	10.5990460043851	0.692859995614875
HG00231	EIF2S3	0.0386182556126094	0.360167573127713	E	280.269928	179.325788211561	100.944139788439
HG00231	ELF4	0.0386182556126094	0.000647436389896264	S	39.876915	39.8510972341122	0.0258177658878002
HG00231	ERCC6L	0.0386182556126094	0.0328873671292133	S	11.865212	11.4749964168901	0.390215583109947
HG00231	GDI1	0.0386182556126094	0	S	71.147087	71.147087	0
